date,platform,campaign_type,industry,country,impressions,clicks,CTR,CPC,ad_spend,conversions,CPA,revenue,ROAS,conversion_rate,profit,profit_margin
2024-11-01,Google Ads,Video,SaaS,Canada,34592,1615,0.04668709528214616,1.15,1857.25,116,16.010775862068964,4344.96,2.339458877372459,0.0718266253869969,2487.71,0.5725507254382088
2024-07-04,Meta Ads,Shopping,Fintech,USA,185798,5889,0.03169571254803604,0.9,5300.1,400,13.250250000000001,41326.63,7.797330239052092,0.06792324673119375,36026.53,0.871750975097655
2024-12-30,TikTok Ads,Video,EdTech,India,194407,13122,0.0674975695319613,0.85,11153.7,379,29.429287598944594,56289.95,5.046751302258443,0.028882792257277853,45136.25,0.8018527285954242
2024-11-13,Google Ads,Search,SaaS,UAE,188062,8143,0.04329955014835533,1.8,14657.4,614,23.871986970684038,124232.5,8.47575286203556,0.0754021859265627,109575.1,0.8820163805767413
2024-12-14,Meta Ads,Shopping,Healthcare,India,195710,4481,0.022896121812886413,0.53,2374.93,352,6.7469602272727265,27223.39,11.462817851473517,0.07855389422004017,24848.46,0.9127614158266109
2024-04-09,Google Ads,Display,Healthcare,Australia,198824,9046,0.04549752544964391,3.61,32656.06,407,80.23601965601966,71482.19,2.1889410418770665,0.04499226177315941,38826.130000000005,0.5431580929459492
2024-06-08,Meta Ads,Shopping,SaaS,USA,196962,5081,0.02579685421553396,2.06,10466.86,282,37.11652482269504,24196.95,2.3117678081105506,0.05550088565243062,13730.09,0.5674306059234738
2024-08-29,Google Ads,Shopping,SaaS,UAE,105386,3783,0.03589660865769647,1.82,6885.06,130,52.962,36776.35,5.341471243533099,0.03436426116838488,29891.289999999997,0.8127856625249651
2024-09-05,Google Ads,Search,Healthcare,UAE,49425,1996,0.04038442083965604,1.27,2534.92,98,25.866530612244897,9253.27,3.6503203256907515,0.04909819639278557,6718.35,0.7260514391128757
2024-12-26,Meta Ads,Video,E-commerce,Canada,191141,4453,0.02329693786262497,1.23,5477.19,72,76.07208333333332,8367.46,1.5276921194992321,0.01616887491578711,2890.2699999999995,0.3454178448418038
2024-05-23,TikTok Ads,Shopping,EdTech,Canada,91900,4696,0.051099020674646355,0.53,2488.88,367,6.781689373297003,109696.83,44.07477660634502,0.07815161839863714,107207.95,0.9773112860234885
2024-11-26,Google Ads,Video,Healthcare,Canada,11801,795,0.06736717227353614,2.97,2361.15,57,41.42368421052632,3966.25,1.6797958621857991,0.07169811320754717,1605.1,0.4046895682319571
2024-11-16,Meta Ads,Display,Fintech,UAE,193926,5837,0.030099109969782288,1.0,5837.0,193,30.243523316062177,28429.29,4.870531094740449,0.033064930615041975,22592.29,0.7946835816160024
2024-02-27,Google Ads,Display,EdTech,India,35355,961,0.027181445340121624,2.22,2133.42,68,31.373823529411766,6145.22,2.880454856521454,0.07075962539021852,4011.8,0.6528326081084159
2024-11-12,TikTok Ads,Shopping,Healthcare,UAE,133148,9120,0.06849520833959204,0.5,4560.0,279,16.344086021505376,83385.98,18.286399122807016,0.030592105263157896,78825.98,0.9453145480811043
2024-01-12,Meta Ads,Video,E-commerce,Canada,104657,4029,0.038497186045845,0.71,2860.59,204,14.0225,10401.62,3.6361799488916624,0.05063291139240506,7541.030000000001,0.7249861079331873
2024-05-24,TikTok Ads,Shopping,Fintech,India,174160,9683,0.05559830041341295,1.84,17816.72,512,34.79828125,73177.92,4.107261044681625,0.05287617473923371,55361.2,0.7565287452827301
2024-01-05,TikTok Ads,Display,Fintech,UAE,6015,410,0.06816292601828762,1.93,791.3,28,28.260714285714283,4383.32,5.539390875774043,0.06829268292682927,3592.0199999999995,0.8194747360448245
2024-01-06,Meta Ads,Search,Healthcare,Australia,17763,726,0.040871474413105895,1.94,1408.44,30,46.948,1946.19,1.381805401721053,0.04132231404958678,537.75,0.2763090962341806
2024-10-14,TikTok Ads,Search,EdTech,India,97193,6230,0.06409926640807466,1.6,9968.0,306,32.57516339869281,81609.12,8.187110754414125,0.04911717495987159,71641.12,0.8778567885550046
2024-03-06,Meta Ads,Shopping,Healthcare,UAE,58682,1748,0.029787669131931427,1.49,2604.52,84,31.006190476190476,12746.65,4.894049575353616,0.04805491990846682,10142.13,0.7956702349244703
2024-03-21,TikTok Ads,Display,SaaS,Canada,108196,5334,0.049299419571888055,0.99,5280.66,289,18.272179930795847,27408.56,5.190366355720687,0.05418072740907386,22127.9,0.8073353725989253
2024-01-08,Google Ads,Search,Fintech,India,63243,1707,0.026991129453062,2.24,3823.68,37,103.3427027027027,3893.12,1.0181605155243116,0.021675454012888107,69.44000000000005,0.017836593785960888
2024-08-20,Google Ads,Search,E-commerce,UAE,152979,4650,0.03039632890788932,0.79,3673.5,330,11.131818181818181,91949.73,25.030551245406286,0.07096774193548387,88276.23,0.9600488223293314
2024-01-08,Google Ads,Display,EdTech,USA,132600,6802,0.051297134238310706,1.53,10407.06,97,107.28927835051546,6779.29,0.651412598755076,0.014260511614231109,-3627.7699999999995,-0.5351253597353115
2024-09-30,Google Ads,Video,Fintech,Australia,110977,4150,0.03739513592906638,1.13,4689.5,197,23.804568527918782,18314.78,3.9054867256637165,0.047469879518072286,13625.279999999999,0.7439499682769872
2024-03-07,Google Ads,Search,EdTech,UK,87152,3599,0.04129566733982008,2.63,9465.37,127,74.53047244094489,25958.5,2.742470711657336,0.03528757988330092,16493.129999999997,0.6353652946048499
2024-08-16,Meta Ads,Shopping,Fintech,UAE,164096,1919,0.011694374024960999,0.66,1266.54,139,9.11179856115108,7181.17,5.669911728014907,0.07243355914538822,5914.63,0.8236304112004033
2024-08-10,Meta Ads,Shopping,Healthcare,Germany,21389,941,0.04399457665154986,0.8,752.8,46,16.36521739130435,8479.43,11.263854941551543,0.048884165781083955,7726.63,0.9112204476008411
2024-04-27,Google Ads,Shopping,Healthcare,India,69323,2169,0.03128831700878496,2.19,4750.11,94,50.53308510638298,16337.12,3.4393140369380926,0.04333794375288151,11587.010000000002,0.7092443466167845
2024-05-17,Google Ads,Display,SaaS,UAE,138291,3318,0.02399288456949476,0.83,2753.94,217,12.690967741935484,12761.51,4.633909961727562,0.06540084388185655,10007.57,0.7841995187089928
2024-11-29,TikTok Ads,Shopping,EdTech,UK,72444,2339,0.032287007895753964,1.39,3251.21,153,21.249738562091505,12919.22,3.9736651892679955,0.06541256947413425,9668.009999999998,0.7483431662283017
2024-12-04,Google Ads,Search,Healthcare,UAE,160002,7520,0.04699941250734366,2.96,22259.2,403,55.23374689826303,70823.58,3.1817666403105234,0.05359042553191489,48564.380000000005,0.6857091945931002
2024-08-12,Meta Ads,Search,E-commerce,USA,16246,448,0.027576018712298412,1.99,891.52,8,111.44,1955.09,2.1929850143575016,0.017857142857142856,1063.57,0.5440005319448209
2024-06-05,Meta Ads,Shopping,Fintech,Germany,15789,423,0.026790803724111724,1.81,765.63,7,109.37571428571428,1223.95,1.5986181314734271,0.016548463356973995,458.32000000000005,0.37445974100249196
2024-06-05,Google Ads,Search,EdTech,Australia,25103,710,0.028283472094968728,2.34,1661.4,24,69.22500000000001,1896.75,1.1416576381365113,0.03380281690140845,235.3499999999999,0.12408066429418738
2024-12-28,TikTok Ads,Display,SaaS,India,138515,4377,0.03159946576183085,0.51,2232.27,285,7.832526315789473,10321.59,4.623808947842331,0.06511309115832763,8089.32,0.7837280884049841
2024-02-20,Meta Ads,Search,EdTech,Australia,180399,6025,0.03339818956867832,0.7,4217.5,191,22.081151832460733,17456.79,4.13913218731476,0.03170124481327801,13239.29,0.7584034636379312
2024-05-16,Meta Ads,Video,E-commerce,UAE,62545,606,0.009689023902789992,1.96,1187.76,37,32.10162162162162,5627.66,4.738044722839631,0.06105610561056106,4439.9,0.7889424734258998
2024-06-30,Google Ads,Shopping,Fintech,Canada,72526,2146,0.029589388633041943,1.56,3347.76,168,19.927142857142858,25859.74,7.724490405524889,0.0782851817334576,22511.980000000003,0.870541621841519
2024-07-07,Meta Ads,Display,EdTech,Australia,67823,2075,0.03059434115270631,1.83,3797.25,26,146.04807692307693,4093.91,1.0781249588518007,0.01253012048192771,296.65999999999985,0.07246373271517935
2024-06-23,Meta Ads,Display,E-commerce,India,164937,4453,0.026998187186622773,1.08,4809.24,129,37.28093023255814,35127.5,7.304168642030758,0.02896923422411857,30318.260000000002,0.8630918795815246
2024-12-14,Meta Ads,Search,EdTech,UK,114575,2039,0.017796203360244383,0.53,1080.67,113,9.56345132743363,10656.96,9.861437811727908,0.055419323197645906,9576.289999999999,0.898594908867069
2024-06-13,Google Ads,Shopping,Fintech,Germany,132157,2999,0.022692706402233708,0.93,2789.07,152,18.349144736842106,21855.26,7.836038536142871,0.050683561187062354,19066.19,0.8723844969128713
2024-01-11,TikTok Ads,Video,Healthcare,Germany,108145,3882,0.03589625040454945,0.94,3649.08,98,37.235510204081635,28726.52,7.872263693862563,0.025244719216898505,25077.440000000002,0.8729717348290013
2024-04-29,TikTok Ads,Search,SaaS,India,72642,3014,0.041491148371465544,1.16,3496.24,59,59.25830508474576,15070.44,4.310470677070224,0.019575315195753153,11574.2,0.7680067735248606
2024-04-07,TikTok Ads,Display,Healthcare,UAE,131678,8374,0.06359452604079649,0.91,7620.34,505,15.089782178217822,29682.01,3.895103105635706,0.06030570814425603,22061.67,0.7432673865415449
2024-05-13,Google Ads,Video,E-commerce,Australia,34402,1314,0.0381954537526888,3.29,4323.06,17,254.29764705882354,1273.24,0.2945228611215204,0.01293759512937595,-3049.8200000000006,-2.3953221702114296
2024-10-08,Meta Ads,Video,Healthcare,Germany,58276,1183,0.020299951952776445,1.49,1762.67,89,19.805280898876404,20273.71,11.501704800104386,0.07523245984784446,18511.04,0.9130563670882144
2024-08-14,Google Ads,Shopping,EdTech,Canada,168059,3462,0.02059990836551449,3.08,10662.96,154,69.24,33243.77,3.117686833674702,0.04448295782784518,22580.809999999998,0.67924937514608
2024-08-16,Meta Ads,Video,Fintech,Canada,91123,1567,0.017196536549499028,2.33,3651.11,64,57.04859375,5119.1,1.402066768736083,0.0408423739629866,1467.9900000000002,0.2867672051727843
2024-05-28,Meta Ads,Shopping,Fintech,Australia,16344,452,0.027655408712677434,0.9,406.8,5,81.36,1102.53,2.710250737463127,0.011061946902654867,695.73,0.6310304481510708
2024-03-26,TikTok Ads,Video,SaaS,UAE,99457,5808,0.05839709623254271,1.6,9292.8,80,116.16,12231.1,1.316191029614325,0.013774104683195593,2938.300000000001,0.24023186794319407
2024-06-07,Meta Ads,Video,E-commerce,India,57375,843,0.01469281045751634,1.61,1357.23,40,33.93075,9739.81,7.17624131503135,0.04744958481613286,8382.58,0.86065128580537
2024-04-17,Google Ads,Display,E-commerce,UAE,115017,2771,0.024092090734413173,2.56,7093.76,95,74.67115789473685,22528.38,3.175802395344641,0.03428365211115121,15434.62,0.685118947745022
2024-09-28,Meta Ads,Search,EdTech,USA,90431,1853,0.020490760911634286,1.7,3150.1,57,55.26491228070175,14834.93,4.709352084060824,0.03076092822450081,11684.83,0.7876565646079894
2024-03-13,Meta Ads,Search,E-commerce,USA,140566,5046,0.03589772775777927,0.62,3128.52,384,8.1471875,59980.19,19.17206538554972,0.07609988109393578,56851.670000000006,0.9478407787637886
2024-02-28,Meta Ads,Search,EdTech,Germany,133583,3954,0.029599574796194128,0.65,2570.1,255,10.078823529411764,31756.12,12.355986148398895,0.06449165402124431,29186.02,0.919067568708016
2024-04-08,Google Ads,Video,E-commerce,USA,198555,13104,0.06599682707562136,2.46,32235.84,336,95.94,58794.32,1.823880500709769,0.02564102564102564,26558.48,0.45171846532113985
2024-09-23,Meta Ads,Display,Healthcare,UK,88560,1319,0.014893857271906053,0.52,685.88,81,8.467654320987654,8584.02,12.515337959993003,0.06141015921152388,7898.14,0.9200980426420255
2024-06-24,Google Ads,Display,Fintech,UAE,117217,5602,0.04779170256874003,3.49,19550.98,411,47.56929440389294,75729.26,3.873425270753691,0.07336665476615495,56178.28,0.7418305685279376
2024-08-24,Meta Ads,Shopping,Fintech,UAE,104616,4048,0.03869389003594097,1.77,7164.96,233,30.75090128755365,45906.84,6.407131372680377,0.05755928853754941,38741.88,0.8439239119921998
2024-02-14,TikTok Ads,Video,Healthcare,Canada,79553,2712,0.03409048056012973,0.31,840.72,170,4.945411764705883,16973.79,20.18958749643163,0.06268436578171091,16133.070000000002,0.9504695180039343
2024-08-20,Google Ads,Search,Fintech,USA,170904,4751,0.027799232317558396,1.12,5321.12,326,16.32245398773006,44297.15,8.324779369756744,0.0686171332351084,38976.03,0.8798766963563118
2024-07-14,Google Ads,Search,Healthcare,India,88807,4999,0.05629060772236423,2.37,11847.63,348,34.04491379310345,103474.34,8.733758566059203,0.06961392278455691,91626.70999999999,0.8855017582136788
2024-08-14,Meta Ads,Shopping,EdTech,Canada,157499,1574,0.009993714245804735,1.76,2770.24,45,61.56088888888888,13465.06,4.860611354972854,0.028589580686149935,10694.82,0.7942645632473974
2024-09-27,Meta Ads,Search,E-commerce,Australia,46846,983,0.02098364855056995,0.72,707.76,11,64.34181818181818,2501.87,3.5349129648468405,0.011190233977619531,1794.11,0.7171076035125726
2024-09-18,TikTok Ads,Search,Fintech,Germany,104986,6131,0.05839826262549292,0.36,2207.16,219,10.07835616438356,57679.5,26.132903822106236,0.03572011091175991,55472.34,0.9617340649624216
2024-05-24,Meta Ads,Shopping,EdTech,India,172516,6314,0.03659950381413898,0.72,4546.08,335,13.570388059701493,82096.8,18.058811107591595,0.053056699398162814,77550.72,0.9446253690765047
2024-08-23,Meta Ads,Display,E-commerce,India,187099,2469,0.013196222320803424,0.83,2049.27,103,19.895825242718445,3413.17,1.6655540753536626,0.04171729445119481,1363.9,0.39959919957107326
2024-04-04,Google Ads,Shopping,SaaS,India,111661,3930,0.03519581590707588,0.84,3301.2,310,10.649032258064516,21226.88,6.430049678904641,0.07888040712468193,17925.68,0.8444802062290832
2024-06-09,Meta Ads,Display,EdTech,Germany,79441,3082,0.038796087662542014,0.53,1633.46,100,16.334600000000002,29391.59,17.993455609564972,0.03244646333549643,27758.13,0.9444242383620621
2024-04-15,Google Ads,Display,SaaS,Australia,14078,763,0.05419803949424634,2.26,1724.38,57,30.252280701754387,16289.72,9.446711281736043,0.07470511140235911,14565.34,0.8941430546381399
2024-01-07,Meta Ads,Shopping,Fintech,Australia,182235,5047,0.02769500919142865,0.74,3734.78,260,14.364538461538462,53450.65,14.311592650704995,0.0515157519318407,49715.87,0.9301265747002141
2024-02-24,Meta Ads,Video,SaaS,Canada,128629,2109,0.016395991572662465,1.29,2720.61,168,16.194107142857142,49256.62,18.10499116007072,0.07965860597439545,46536.01,0.9447666120817871
2024-04-02,Meta Ads,Display,Fintech,Canada,21309,432,0.02027312403209911,1.66,717.12,15,47.808,4449.98,6.20534917447568,0.034722222222222224,3732.8599999999997,0.8388487139268042
2024-09-06,Google Ads,Search,Fintech,USA,167932,6717,0.039998332658456995,2.46,16523.82,247,66.89805668016194,38475.06,2.3284603681231095,0.03677236861694209,21951.239999999998,0.5705316638882434
2024-01-08,TikTok Ads,Search,Fintech,UK,162795,8107,0.04979882674529316,0.96,7782.72,575,13.535165217391304,86383.64,11.099415114510094,0.0709263599358579,78600.92,0.9099051625979179
2024-08-18,Meta Ads,Search,EdTech,UK,50893,1124,0.022085552040555675,1.41,1584.84,29,54.64965517241379,2707.5,1.7083743469372303,0.025800711743772242,1122.66,0.4146481994459834
2024-09-22,TikTok Ads,Display,SaaS,UAE,81619,3623,0.04438917408936645,0.47,1702.81,222,7.670315315315315,46448.44,27.277523622717744,0.061275186309688104,44745.630000000005,0.9633397806255711
2024-07-25,Meta Ads,Search,EdTech,Germany,154381,1698,0.0109987628011219,1.85,3141.3,70,44.87571428571429,19750.24,6.2872823353388725,0.04122497055359246,16608.940000000002,0.8409487682175002
2024-01-12,Google Ads,Search,Fintech,India,124273,3603,0.02899262108422586,1.55,5584.65,167,33.441017964071854,20460.25,3.663658420850009,0.04635026366916459,14875.6,0.7270487897264207
2024-12-01,Meta Ads,Video,Healthcare,Germany,6969,176,0.025254699382981777,1.08,190.08,10,19.008000000000003,2562.91,13.48332281144781,0.056818181818181816,2372.83,0.9258343055355046
2024-05-24,TikTok Ads,Display,SaaS,UK,29089,1076,0.036989927463989825,0.65,699.4,40,17.485,8233.32,11.771975979410923,0.03717472118959108,7533.92,0.9150524940121361
2024-07-10,Google Ads,Shopping,SaaS,UK,10704,489,0.04568385650224215,1.71,836.19,36,23.227500000000003,5339.04,6.384960355899975,0.0736196319018405,4502.85,0.8433819563067518
2024-12-04,TikTok Ads,Search,E-commerce,Australia,22772,1045,0.045889689091867206,0.95,992.75,38,26.125,5743.6,5.785545202719718,0.03636363636363636,4750.85,0.8271554425795669
2024-04-11,Google Ads,Search,Fintech,Germany,68449,3285,0.04799193560168885,2.38,7818.3,243,32.17407407407408,60681.21,7.7614327922949995,0.07397260273972603,52862.909999999996,0.8711578098063634
2024-10-26,Google Ads,Search,SaaS,UAE,51819,2497,0.04818695845153322,2.88,7191.36,138,52.111304347826085,37600.62,5.228582632492325,0.0552663195835002,30409.260000000002,0.8087435792282148
2024-11-19,Google Ads,Video,Fintech,Australia,173722,3821,0.021994911410184087,1.54,5884.34,201,29.27532338308458,44895.5,7.62965770162839,0.052604030358544884,39011.16,0.8689325210767227
2024-12-15,Google Ads,Shopping,SaaS,USA,119014,5938,0.049893289865057894,2.88,17101.44,95,180.01515789473683,23773.95,1.3901724065341867,0.015998652745031997,6672.510000000002,0.2806647612197385
2024-05-20,Google Ads,Search,SaaS,Australia,159741,6868,0.04299459750471075,1.37,9409.16,336,28.003452380952382,33272.11,3.5361403143319916,0.0489225393127548,23862.95,0.7172057918779422
2024-02-29,Google Ads,Shopping,Fintech,Germany,167982,7693,0.04579657344239264,2.64,20309.52,193,105.23067357512953,10777.69,0.5306718228692752,0.02508774210321071,-9531.83,-0.8844038008144602
2024-06-08,Google Ads,Video,Fintech,Germany,96658,2822,0.029195720995675474,3.37,9510.14,112,84.91196428571428,25060.16,2.6350989575337485,0.039688164422395464,15550.02,0.6205076104861262
2024-01-19,Meta Ads,Video,EdTech,India,43467,991,0.02279890491637334,1.9,1882.9,25,75.316,3146.23,1.6709490679271337,0.025227043390514632,1263.33,0.4015377133903116
2024-01-05,Google Ads,Search,EdTech,UK,41378,2023,0.04889071487263763,1.23,2488.29,73,34.086164383561645,9343.63,3.755040610218262,0.03608502224419179,6855.339999999999,0.7336912955671404
2024-10-26,TikTok Ads,Video,EdTech,India,100673,5718,0.05679775113486238,1.05,6003.9,196,30.632142857142856,41067.13,6.840075617515282,0.03427771948233648,35063.229999999996,0.8538027858289585
2024-12-13,TikTok Ads,Shopping,Healthcare,Australia,191994,14898,0.07759617488046501,1.08,16089.84,936,17.19,60355.75,3.751171546764915,0.06282722513089005,44265.91,0.7334166173065533
2024-05-21,TikTok Ads,Display,EdTech,UK,152235,6104,0.040095904358393275,0.73,4455.92,252,17.682222222222222,48424.44,10.867439271800212,0.04128440366972477,43968.520000000004,0.9079820024764355
2024-12-07,Meta Ads,Video,Fintech,Australia,66929,1539,0.022994516577268448,1.21,1862.19,38,49.005,9540.22,5.12311847878036,0.024691358024691357,7678.029999999999,0.804806388112643
2024-05-09,Google Ads,Video,SaaS,Canada,188202,7189,0.03819831882764264,1.15,8267.35,376,21.987632978723404,88923.49,10.755984686749684,0.05230212825149534,80656.14,0.907028502817422
2024-01-25,Google Ads,Video,Fintech,USA,184316,4091,0.022195577160962696,1.04,4254.64,309,13.76906148867314,82363.46,19.358502717033637,0.0755316548521144,78108.82,0.9483431123461787
2024-09-10,Google Ads,Video,Healthcare,Canada,65545,3355,0.05118620794873751,1.77,5938.35,196,30.297704081632656,57936.29,9.75629425682218,0.058420268256333834,51997.94,0.8975020664940748
2024-06-04,Google Ads,Video,Healthcare,USA,33141,798,0.024078935457590295,3.29,2625.42,42,62.510000000000005,7236.65,2.756378027134706,0.05263157894736842,4611.23,0.6372050603525111
2024-07-09,Meta Ads,Video,Healthcare,Germany,76229,1562,0.02049088929410067,1.01,1577.62,30,52.587333333333326,4290.5,2.7196029462101143,0.019206145966709345,2712.88,0.6322992658198345
2024-11-09,TikTok Ads,Search,SaaS,Australia,141614,10677,0.07539508805626563,0.35,3736.95,305,12.252295081967212,62355.52,16.686206665863875,0.028566076613280884,58618.57,0.9400702616223873
2024-07-14,Meta Ads,Shopping,Healthcare,UK,161193,4916,0.03049760225319958,1.37,6734.92,377,17.86450928381963,91408.9,13.572380963693703,0.07668836452400325,84673.98,0.9263209599940487
2024-02-17,Google Ads,Search,SaaS,Germany,142244,4935,0.03469390624560614,2.98,14706.3,127,115.79763779527559,34307.21,2.3328240277976104,0.025734549138804456,19600.91,0.5713350050907666
2024-03-27,Meta Ads,Search,Fintech,UAE,178063,1851,0.010395197205483453,0.45,832.95,64,13.01484375,7044.13,8.456846149228644,0.03457590491626148,6211.18,0.8817526082000191
2024-01-28,Google Ads,Video,Fintech,Australia,193978,5780,0.029797193496169667,1.73,9999.4,177,56.49378531073446,42071.17,4.20736944216653,0.030622837370242215,32071.769999999997,0.7623217989896643
2024-02-18,Meta Ads,Display,SaaS,Canada,187051,6284,0.033595115770565245,2.01,12630.84,493,25.620365111561867,94906.46,7.513867644590542,0.07845321451304901,82275.62000000001,0.8669127475621786
2024-01-11,Meta Ads,Video,EdTech,UK,152977,5491,0.03589428476176157,1.35,7412.85,147,50.42755102040817,9232.39,1.2454575500650895,0.026771079949007466,1819.539999999999,0.1970822289786284
2024-05-01,Google Ads,Display,E-commerce,UAE,129447,4310,0.033295480003399075,2.7,11637.0,211,55.15165876777251,16618.47,1.4280716679556589,0.048955916473317866,4981.470000000001,0.299755031600382
2024-01-22,Google Ads,Shopping,Fintech,USA,28387,672,0.023672807975481734,3.32,2231.04,41,54.41560975609756,7232.57,3.2417930651176134,0.06101190476190476,5001.53,0.69152873736445
2024-04-27,Meta Ads,Shopping,Fintech,Australia,88986,1308,0.014698941406513384,0.75,981.0,80,12.2625,21439.34,21.854576962283385,0.06116207951070336,20458.34,0.9542429944205372
2024-01-10,Google Ads,Video,SaaS,UK,170268,7917,0.0464972866304884,3.14,24859.38,98,253.66714285714286,22672.12,0.9120147002861696,0.01237842617152962,-2187.260000000002,-0.09647355430369997
2024-01-20,Google Ads,Display,Healthcare,USA,122322,6152,0.05029348768005755,1.23,7566.96,155,48.81909677419355,10417.89,1.3767602841828157,0.025195058517555265,2850.9299999999994,0.2736571417052781
2024-02-07,Meta Ads,Display,Healthcare,UK,69429,2430,0.034999783951950914,1.59,3863.7,119,32.46806722689075,21584.01,5.586357636462458,0.04897119341563786,17720.309999999998,0.8209924847143788
2024-06-07,Meta Ads,Display,SaaS,Canada,196675,4031,0.02049574170585992,1.97,7941.07,186,42.6939247311828,27686.79,3.4865314120137465,0.04614239642768544,19745.72,0.7131819904004763
2024-05-25,Google Ads,Video,E-commerce,Australia,104134,3603,0.03459965045038124,3.46,12466.38,234,53.275128205128205,14496.48,1.162845990576254,0.0649458784346378,2030.1000000000004,0.14004089268567269
2024-12-24,Meta Ads,Display,EdTech,Canada,150544,2890,0.019197045382080988,1.7,4913.0,170,28.9,47769.42,9.723065336861389,0.058823529411764705,42856.42,0.8971517761781491
2024-10-28,TikTok Ads,Video,SaaS,Canada,75553,3331,0.04408825592630339,0.44,1465.64,203,7.219901477832513,33301.04,22.72115935700445,0.06094265986190333,31835.4,0.9559881613306972
2024-10-23,Meta Ads,Search,EdTech,India,149565,2437,0.016293919031859058,0.37,901.69,30,30.056333333333335,3133.33,3.4749525890272706,0.012310217480508822,2231.64,0.7122262896024357
2024-04-15,Google Ads,Display,SaaS,India,12896,535,0.04148573200992556,0.98,524.3,20,26.214999999999996,2475.65,4.721819568949075,0.037383177570093455,1951.3500000000001,0.7882172358774463
2024-05-22,TikTok Ads,Display,Fintech,Germany,70428,3310,0.0469983529278128,1.17,3872.7,164,23.6140243902439,25462.93,6.574981279210887,0.04954682779456193,21590.23,0.8479083122013059
